,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL,수요
195,한국부동산데이터연구소,응용 소프트웨어 개발 및 공급업,,2022.0,,3028.0,서울특별시 마포구,소프트웨어 엔지니어,"판단,실행력,유지,발전,생각,프로젝트,nodejs,java,php,c,python,vue,react,svelte",5,"개발자,해결,비대칭,부동산,주도적,부동산시장,에너지",https://www.wanted.co.kr/wd/193672,www.naezipscan.com,
196,펑타이그레이터차이나,광고대행업,659.0,2000.0,대기업,9410000.0,서울특별시 강남구,소프트웨어 엔지니어,"유관경력3년,데이터,엔지니어,엔지니어업무경험,프로그래밍언어1개,Python,SQL",3,"복잡,도메인,해결,클라우드,대용량,데이터,파이프라인,데이터셋,비정형,코드리뷰,AWS,GCP,ETL,Spark,Airflow,BigQuery,Git,Gitlab,Jira,Confluence,Docker",https://www.wanted.co.kr/wd/202712,www.pt-korea.com,
197,플라네타리움랩스코리아,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 서초구,소프트웨어 엔지니어,"원자격,관련경력2년,경력요구사항,자신이외,프로그래밍언어,블록,체인,체인관련경험,채용절차아래과정,개별,최대4주이내,과제테스트,재택,프로젝트,프로젝트형태,심층면접,업무역량,협업능력,평가,경영진,경영진면접,입사예정일확정,평판,조회,출근,최종협의",2,"프로젝트,메인,메인테이너,이너,2인,협업,네트워크,프로그래밍,암호학적,학적,프리,프리미티브,분산,컴퓨팅,블록,블록체인,체인",https://www.wanted.co.kr/wd/199628,planetariumlabs.com/,
198,한국모바일결제,응용 소프트웨어 개발 및 공급업,,2020.0,소기업,30062.0,서울특별시 강남구,소프트웨어 엔지니어,"백엔드개발경험,클린,클린코드,node,js,nest,js,typeORM,TyepScript,MySQL,jest,AWS,ECS,RDS,SQS,IotCore,cloudWatch",1,"긍정적,커뮤니케이션,협업,클라우드,구축,팀원,프로젝트,코드리뷰,성장,엔지니어,엔지니어링,앱,키오스,플랫펌,앱서비스,AWS,GCP,socket,io,redis,MySQL,MariaDB,MongoDB,O,O",https://www.wanted.co.kr/wd/187808,www.baroapp.co.kr,
199,옴니어스,응용 소프트웨어 개발 및 공급업,27.0,2015.0,중소기업,203564.0,서울특별시 강남구,소프트웨어 엔지니어,"개발경력3년,웹서비스개발,디자이너,엔드개발자,스타트업조직문화,React,React,native,Vue,js,PM,UI,UX",3,"반응형,디자인,컴포넌트,브라우저,호환성,웹,성능,최적화,지식,크로스,브라우징,Typescript,SPA,SEO,Selenium,Static Web Generator,Jekyll,Hugo",https://www.wanted.co.kr/wd/190227,omnicommerce.ai,
200,크래프톤,유선 온라인 게임 소프트웨어 개발 및 공급업,1766.0,2007.0,중견기업,176777581.0,서울특별시 강남구,소프트웨어 엔지니어,"최소3년이상,백엔드개발경험,파본,파본경험,동료,공유,최선,CS",3,"백엔드,엔드,트래픽,처리,분산,프로덕션,서버,메타버스,게임,블록,블록체인,체인,K,s,Typescript",https://www.wanted.co.kr/wd/203772,www.krafton.com,
201,제로엑스플로우,시스템 소프트웨어 개발 및 공급업,10.0,2017.0,중소기업,21873.0,서울특별시 마포구,소프트웨어 엔지니어,"프로젝트,프로젝트개발경력4,프로젝트리드경험,중급,중급이상,라이브러리,상태관리,관리,활용능력,반응형디자인,디자인,웹접근,웹표준,개발능력,디자이너,React,React,HTML,CSS,Javascript,Redux,Recoil",4,"스타트업,Git,webrtc",https://www.wanted.co.kr/wd/156382,https://1hour.ai/kr,
202,왓타임,시스템 소프트웨어 개발 및 공급업,1.0,2021.0,중소기업,0.0,서울특별시 강남구,소프트웨어 엔지니어,"React,NextJS,HTML,CSS",3,"라이브러리,도전적,마이크로,프론트,엔드,터보,레포,Recoil,React,query",https://www.wanted.co.kr/wd/129962,whattime.co.kr,
203,테이퍼랩스,응용 소프트웨어 개발 및 공급업,,2021.0,,19795.0,서울특별시 강남구,소프트웨어 엔지니어,"3년이상현업,현업",3,"스타트업,영어,커뮤니케이션,능력,SaaS,Mac OS App,Flutter,Vue,React,Web App",https://www.wanted.co.kr/wd/182418,www.shadow.do,
204,컬리,기타 가공식품 도매업,2867.0,2018.0,중견기업,203359450.0,서울특별시 서초구,소프트웨어 엔지니어,"프레임워크기반개발,링툴기반개발,상태관리개발경험,관리,도메인,도메인문제,실행,서비스지향사고,사고,React,Angular,Vue,SPA,Webpack,Browserify,Redux,AWS",3,"렌더링,최적화,프론트,프론트엔드,엔드,성능,지식",https://www.wanted.co.kr/wd/116776,www.kurly.com,
205,테이퍼랩스,응용 소프트웨어 개발 및 공급업,,2021.0,,19795.0,서울특별시 강남구,소프트웨어 엔지니어,"3년이상현업,현업",3,"원격,최적화,엔진,라이브러리,구축,대용량,트래픽,분산,처리,키텍,SaaS,OpenAI API,LangChain,Node,js Web Framework,Amazon Web Services,Lambda,EC,S,CloudFront,Database,Elastic Search,Cloud",https://www.wanted.co.kr/wd/182419,www.shadow.do,
206,스마일샤크,컴퓨터시스템 통합 자문 및 구축 서비스업,,2019.0,,1793326.0,서울특별시 강남구,소프트웨어 엔지니어,"언어사용가능,클라우드,클라우드서비스,시스템운영,고객지원,OS,Linux,Windows,BashShell,Python,AWS",0,"클라우드,자격증,인프라,지식,해결,도전,의사소통,AWS,Developer,SysOps Adminstrator Associate,DevOps Professional,IT",https://www.wanted.co.kr/wd/201745,www.smileshark.kr,
207,크래프톤,유선 온라인 게임 소프트웨어 개발 및 공급업,1766.0,2007.0,중견기업,176777581.0,서울특별시 강남구,소프트웨어 엔지니어,"현업,백엔드개발경험,정의,주도적,파본,파본경험,동료,공유,CS",4,"블록,블록체인,체인,분산,프로덕션,서버,클라우드,백엔드,엔드,풀스택,오픈소스,입사지원서,포트폴리오,Golang",https://www.wanted.co.kr/wd/203277,www.krafton.com,
208,토스플레이스,사무용 기계 및 장비 제조업,,2022.0,,,서울특별시 강남구,소프트웨어 엔지니어,"상용서비스개발경험,이해도,가이드라인,Kotlin,UI,UX",1,"책임감,주도적,도메인,안드로이드,모바일,최적화,인터페이스,토스플레이스,Kotlin,RxJava,Kotlin Coroutines,View System,Jetpack Compose,TDS,Toss Design System,Model,View,Whatever",https://www.wanted.co.kr/wd/204058,tossplace.com,
209,인스피언,시스템 소프트웨어 개발 및 공급업,85.0,2009.0,중소기업,1322695.0,서울특별시 금천구,소프트웨어 엔지니어,"소프트웨어,소프트웨어개발,국비,국비지원소프트웨어개발,과정수강자",0,AWS,https://www.wanted.co.kr/wd/195179,www.inspien.co.kr,
210,누트컴퍼니,상품 종합 도매업,13.0,2018.0,중소기업,17697.0,서울특별시 마포구,소프트웨어 엔지니어,"백엔드개발,강타입언어개발,타입,최적화,최적화경험,클라우드,클라우드서비스,테스트코드,작성경험,트래픽,트래픽이슈대응경험,이슈,TypeScript,Java,RESTAPI,RDBMS,EC,ELB,TDD,UnitTest",4,"플랫폼,성능,패턴,객체지향,프로그래밍,서버,배포,모니터링,엔진,Nest,js,E,Commerce,ORM,Typeorm,Prisma,JPA,MVC,OOP,Container,Sentry,Datadog,MQ,RabbitMQ,Redis Pub,Sub,ElasticSearch",https://www.wanted.co.kr/wd/197508,www.webudding.com,
211,무신사,전자상거래 소매업,1354.0,2012.0,중견기업,64516211.0,서울특별시 성동구,소프트웨어 엔지니어,"클라우드,클라우드환경경험,소프트웨어,소프트웨어개발경험,철학,가이드,버전,버전관리,관리,코드리뷰,리뷰,의과,의과정,컨테이너오,스트레이션도구,레이션,Java,Kotlin,Spring,JPA,RESTfulAPI,API,git,PR,githubActions,Jenkins,CI,CD,AWS,ECS,K,s,DB,NoSQLDB,DB",8,"방법론,프로젝트,케이스,파트너,대용량,처리,비동기,동기,트래,백로,진행과정,운영플랫폼,플랫폼,적합,Agile,TDD,WMS,OMS,Event Driven Architecture,JIRA,Asana",https://www.wanted.co.kr/wd/189828,www.musinsa.com,
212,월급쟁이부자들,온라인 교육 학원,,2018.0,중소기업,2399393.0,서울특별시 서초구,소프트웨어 엔지니어,"백엔드개발역량,웹서비스개발,이해도,유지,보수,확장,확장가능,코드설계,스스로학습,긍정적,책임감,긍정적사고,사고,JAVA,Springboot,Java,Kotlin,DB",5,"머스,플랫폼,웹,프로세스,주도적,대용량,실시간,애플리케이션,키텍,역량,인프라,AWS",https://www.wanted.co.kr/wd/102917,www.weolbu.com,
213,가이던스,포털 및 기타 인터넷 정보매개 서비스업,34.0,2022.0,중소기업,64273.0,경기도 성남시 분당구,소프트웨어 엔지니어,"프로젝트,개발경력3년,클라우드,클라우드서비스,AWS,RESTfulAPI",3,"도전적,주도적,형상,협업,3.0,외부,보고,Git,Jira,Spring boot,API,API",https://www.wanted.co.kr/wd/190629,www.guidance.co.kr,
214,바티에이아이,시스템 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 강남구,소프트웨어 엔지니어,"개발경험자,Java,Springframework,RESTfulAPI",5,"신기술,욕구,기록,효율,자동화,구성원,협업,서로,긍정적,마인드,스타트업,지식,데이터베이스,모델,모델링,실시간,트래픽,대용량,데이터,처리,클라우드,인프라,자연어,자연어처리,텍스트,텍스트마이닝,마이닝,인공지능,플랫폼,프레임워크,B,B SaaS,RPA,MSA,MicroService Architecture,Event,Domain Driven Architecture,AWS,Nginx,Apache,Varnish,Redis,RabbitMQ,Kafka,Next,js",https://www.wanted.co.kr/wd/195416,bati.ai/,
215,엠지알브이,주거용 건물 임대업,87.0,2018.0,중소기업,1558548.0,서울특별시 성동구,소프트웨어 엔지니어,"아키텍처,긍정,유관부서,긍정적,사고,Back,end,Python,Java,Kotlin,MSA,AWS,DistributedVersionControlSystem",5,"역량,협업,인터넷,처리,트래픽,대용량,데이터,구축,능력,오픈소스,커뮤니티,심사,코딩,코딩테스트,포트폴리오,로그,전문,지식,심층,제시,서로,가치관,이후,개별적,완료,Spring Boot,Framework,Kubernates,Git,Flow,Gitlab,Flow,failover,Github,fit",https://www.wanted.co.kr/wd/172751,www.mgrv.company,
216,구름,응용 소프트웨어 개발 및 공급업,30.0,2013.0,중소기업,172982.0,경기도 성남시 분당구,소프트웨어 엔지니어,"디자인,고성능,트래픽,트래픽개발경험,데이터,데이터처리프레임,워크기반개발경험,NodeJS,MongoDB,Socket,IO,HTTP,Restful,API",3,"유관,오픈소스,프레임워크,클라우드,협업,성능,최적화,튜닝,Redis,kafka,ElasticSearch,AWS,GCP,Azure,etc,Git,Jenkins,Docker,Engineer,TypeScript,DB",https://www.wanted.co.kr/wd/178213,goorm.co,
217,앙트러리얼리티,응용 소프트웨어 개발 및 공급업,,2021.0,,20585.0,충청남도 천안시 서북구,소프트웨어 엔지니어,"서버개발,서비스무관,경험2년이상,구상,주도적,제품기획,개발계획,계획,스케줄,스케줄링,도출,문제점,개선점,선점,스스로사고,사고,스스로학습,코드리뷰,리뷰",2,"전산학,석사,학위,서버,효율적,인프라,파이프라인,AWS,DevOps,D,ML",https://www.wanted.co.kr/wd/164678,https://twinit.ai,
218,브레이브컴퍼니,건강기능식품 제조업,3.0,2020.0,중소기업,357782.0,서울특별시 강남구,소프트웨어 엔지니어,"프로세스개발,테스트코드작성,효율,논리적,효율적인,논리적인사고와,BackendDeveloper,Nest,js,Typescript,Django,Python,AWS,GraphQL,Agile,DevOps",3,"머스,도메인,기술적,성장,적극적,MSA,Kubernetes",https://www.wanted.co.kr/wd/193465,bravecompany.kr,
219,모요,응용 소프트웨어 개발 및 공급업,783.0,2021.0,대기업,89466.0,서울특별시 강남구,소프트웨어 엔지니어,"서비스개발경험,능동적,본경험,개선,SpringFramework",4,"대용량,트래픽,안정적,처리,해결,기술적,성장,도전,적극적",https://www.wanted.co.kr/wd/142792,www.moyoplan.com,
220,발란,전자상거래 소매업,1.0,2015.0,중소기업,8913120.0,서울특별시 강남구,소프트웨어 엔지니어,"백엔드개발,기본적인관리,관리,기본명령어,명령어,스크립트,연동경험,서비스개발경험,템플,템플릿,화면개발경험,Node,js,Node,js,x,x,pm,AWS,ec,s,cloudfront,rds,Linux,Git,API,RESTful,html,css,js,bootstrap",0,"머스,업계,테이블,인덱스,튜닝,백업,복구,컴퓨터공학,전공자,자료구조,네트워크,운영체제,알고리즘,MySQL DB,MongoDB,Front,end framework,Vue,js,nuxt,js,Linux,Web Server,scale out",https://www.wanted.co.kr/wd/165485,www.balaan.co.kr,
221,레몬클라우드,응용 소프트웨어 개발 및 공급업,,2017.0,,40386.0,대구광역시 동구,소프트웨어 엔지니어,"탐구,능동적,최신기술,탐구능력,능동적학습능력,책임감,대인관계유지,유지,존중,TypeScript",0,"전공자,학력,오픈소스,미터",https://www.wanted.co.kr/wd/160663,lemoncloud.io,
222,비욘드메디슨,데이터베이스 및 온라인정보 제공업,,2022.0,,103.0,서울특별시 강남구,소프트웨어 엔지니어,"2년이상경험,객체지향,데이터베이스,관리,관리경험,형상관리경험,리뷰,리뷰경험,상용서비스운영경험,적인문제해결능력,Kotlin,SpringSecurity,JPA,SpringFramework,SpringBoot,RestfulAPI,MySQL,Git",2,"함수,프로그래밍,동시성,모바일,크로스,크로스플랫폼,플랫폼,인프라,구축,프로토,프로토콜,주도적인,테스트코드,인공지능,과제전형,Scala,Clojure,Golang,Rust,Spring WebFlux,Coroutine,RxKotlin,Kotlin,Swift,Flutter,React Native,AWS,gRPC,Protobuf",https://www.wanted.co.kr/wd/185415,beyondmedicine.kr,
223,에임,응용 소프트웨어 개발 및 공급업,,2016.0,,251408.0,서울특별시 강남구,소프트웨어 엔지니어,"컴퓨터과학,전산,ProgrammingLanguage,Python,C,Javascript",0,"컴퓨터공학,전산,수학,석사,박사,학위,모바일,제작,Android,iOS,App,RDB,MySQL,NoSQL DB,MongoDB,Redis",https://www.wanted.co.kr/wd/22341,www.getaim.co,
224,퓨처커넥트,전자상거래 소매업,,2020.0,,41742.0,서울특별시 강남구,소프트웨어 엔지니어,"백엔드서버구축,최소2년이상,클라우드,클라우드환경,서의운영경험,javascript,java,python,C,nest,js,express,spring,Django,aws,kubernetes",2,"엔드,운영경험,도메인,논리적,체계적,해결,능력,32,두이,두이노,C,ESP,IoT",https://www.wanted.co.kr/wd/124773,www.livfarm.co.kr,
225,컬리,기타 가공식품 도매업,2867.0,2018.0,중견기업,203359450.0,서울특별시 서초구,소프트웨어 엔지니어,"프레임워크,검색엔진,엔진,추천,이해도,도메인,슈팅,슈팅경험,트러블,서비스지향사고,사고,기술도입,탐구,주도적,Java,SpringBoot,Elasticsearch,Solr",5,"대용량,트래픽,구축,고도화,데이터,파이프라인,플러그인,마이크로,웹,제작,로그,Elasticsearch,AWS,Cloud Native,Kafka,Redis,Python,Docker,Kubernetes,React,Github",https://www.wanted.co.kr/wd/125807,www.kurly.com,
226,제이앤피메디,응용 소프트웨어 개발 및 공급업,12.0,2020.0,중소기업,87360.0,인천광역시 연수구,소프트웨어 엔지니어,"웹서비스개발경력,주도적,웹서비스,한가지언어이상,스타트업조직문화,사용기술스택,Node,js,Typescript,MySQL,AWS,CI,CD,GithubActions",0,"웹,주도적,임상,임상시험,도메인,지식",https://www.wanted.co.kr/wd/169420,www.jnpmedi.com,
227,무신사,전자상거래 소매업,1354.0,2012.0,중견기업,64516211.0,서울특별시 성동구,소프트웨어 엔지니어,"소프트웨어,소프트웨어개발경험,서비스개발,운영경력,데이터,데이터구조,기본적인지식,데이터베이스,백로,우선순위,우선순위관리,관리,Java,Kotlin,Spring,JPA,MySQL,RESTAPI",5,"온라인,머스,회원,상품,주문,도메인,이벤트,스트리밍,플랫폼,클라우드,구축,MSA,Kafka,RabbitMQ,AWS,Test Case,MongoDB,NoSQL,Back Office",https://www.wanted.co.kr/wd/189781,www.musinsa.com,
228,트웰브랩스,응용 소프트웨어 개발 및 공급업,,2020.0,,246038.0,서울특별시 용산구,소프트웨어 엔지니어,"개발경력3년,발견,제안,주도적,해결책,의견,제품개발,공유,작업,책임감,주요기술,정규직,수습,수습3개월,제출서류,국문,영문,영문이력서,랩,랩스합류,종전,기여,트웰브랩스,랩스,생각,패스,커리어,커리어골,우선순위,과일,부여,Frontend,SPAFramework,e,g,React,Svelte,Typescript,UI,UX,SSR,ServerSideRendering,Framework,Next,js,Typescript,Statemanagement,Recoil,react,query,Styling,tailwindcss,Packagemanagement,Yarnberry,FrontendEngineer,Full,time,HackerRank,On,site,Culture,fit,ReferenceChecks,PDF,Goal",3,"커뮤니케이션,능력,협업,호기심,생산,생산적인,주도적,영어,의사소통,어려움,퀄리티,서로,피드백,개발자,지식,인사이트,주인의식,책임,SaaS,e,g,Webpack,Rollup,Vite,Dev Talk",https://www.wanted.co.kr/wd/148327,twelvelabs.io,
