,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL
322,플루닛,응용 소프트웨어 개발 및 공급업,,2021.0,,3830.0,서울특별시 강남구,웹 개발자,"웹애플리케이션개발경력,애플리케이션,네트워크,네트워크프로그래밍,백엔드,서버와의동기,비동기통신모듈,통신,모듈,개발경험필수,언어숙련자,숙련자,서비스개발경험,데이터베이스,러스터링,버클,러스터링업무가능,자료,자료구조,알고리즘,기반형상관리시스템,관리,사용가능자,요구사항분석,관리기반,분석,프로젝트,프로젝트수행,React,Javascript,Typescript,Java,Public,PrivateCloud,AWS,Azure,NBP,GitLab",4,"앱,유경험자,애플리케이션,Vert,x,reactive,NodeJS,WebRTC",https://www.wanted.co.kr/wd/176296,www.ploonet.com
323,어크로스비,시스템 소프트웨어 개발 및 공급업,,2020.0,,669236.0,서울특별시 서초구,웹 개발자,"전문,전문연구요원자격,연구,졸업예정자포함,frontend,backend",0,"유경험자,TypeScript,Node,Express,Vue,AWS,Azure,Google Cloud",https://www.wanted.co.kr/wd/188123,www.acrossb.net
324,라이언로켓,응용 소프트웨어 개발 및 공급업,,2019.0,,26262.0,서울특별시 중구,웹 개발자,"백엔드개발경험,애자일개발,프로세스경험,도전적,해결책,Python,django,Jira,Git,AWS,GCP,Cloud",5,"인공지능,모델,웹,앱,서빙,코드품질,커버리지,적극적,대용량,트래픽,처리,분산,프레임워크,운영환경,클린,클린코드,리팩토링,DB,DevOps,Celery,Docker,Orchestration",https://www.wanted.co.kr/wd/59964,www.lionrocket.ai
325,어라운더블,컴퓨터 프로그래밍 서비스업,5.0,2020.0,중소기업,29825.0,충청남도 천안시 서북구,웹 개발자,"기반백엔드설계,앱서비스런칭,기술관련,기획자,디자이너,비개발자,개발철학,철학,설정,로드,로드맵수립경험,목표,커리어,스택개발,JavaScrpitSpringFramework,AWS,IT,Teamlead,Lean",5,"플랫폼,스타트업,프로젝트,E,Commerce,Commerce",https://www.wanted.co.kr/wd/98702,picknpick.world
326,제이앤피메디,응용 소프트웨어 개발 및 공급업,12.0,2020.0,중소기업,87360.0,인천광역시 연수구,웹 개발자,"웹서비스개발경력,5년이상인분,스타트업조직문화,설명,동작방식,한가지언어이상,전문,사용기술스택,MSA,MicroServiceArchitecture,Framework,FE,React,Typescript,jsx,tsx,sass,CI,CD,GithubActions,BE,Node,js,Typescript,MySQL,AWS,CI,CD,GithubActions",5,"대규모,웹,반응형웹,주도적,임상,임상시험,도메인,지식,UI",https://www.wanted.co.kr/wd/169419,www.jnpmedi.com
327,유니메오,응용 소프트웨어 개발 및 공급업,33.0,2017.0,중소기업,253688.0,서울특별시 서초구,웹 개발자,"유관경력,기반설계,형상관리경험,관리,SpringBoot,RESTfulAPI,DB,Git",6,"클라우드,서버,구축,성능,21,AWS,docker,K,s,Redis,NoSql,DB,JPA,Tool,Spring Boot,x,Java,JPA,IDE,IntelliJ,DB,AuroraDB,MySql,Redis,K,s,EKS,Docker,AWS,Bitbucket,Jira,Confluence,Slack,Postman",https://www.wanted.co.kr/wd/193747,www.unimewo.com
328,큐이디,기타 운동 및 경기용구 제조업,28.0,2019.0,중소기업,3569991.0,서울특별시 서초구,웹 개발자,"능통,리눅스,리눅스시스템활용,클라우드,클라우드환경,서버배포,결격사유,Node,js,javascript,AWS,ElasticBeanstalk",2,"개발경험,영상,통화,플리케이션,실시간,데이터,처리,제어,긍정적,마인드,커뮤니케이션,능력,골프,토론,안주,RTSP,NVR S,W,FFmpeg,WebRTC,WebSocket,TCP,IP,Embaded Device",https://www.wanted.co.kr/wd/187897,www.qedgolf.com
329,라이언로켓,응용 소프트웨어 개발 및 공급업,,2019.0,,26262.0,서울특별시 중구,웹 개발자,"스타트업5년,프론트,웹기술,전문,주요프론트엔드프레임,서버사이드렌더링,사이드,렌더링,최신개발프로세스,코드리뷰,리뷰,웹표준,반응형디자인,디자인,크로스,크로스브라우저지원,브라우저,성능,앱서비스,성능개선경험,개선,노하우,IT,HTML,CSS,TypeScript,React,Vue,Svelte,etc,Remix,Nextjs,SSR,Git,CI,CD,React,Remix,Typescript,react,query,zustand,yarn,pnpm",5,"인공지능,모델,웹,앱,서빙,백엔드,엔드,백엔드,문제,도전적,해결책,팀원,협업,클라이언트,html canvas,threejs,D,D",https://www.wanted.co.kr/wd/177264,www.lionrocket.ai
330,세일즈맵,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 서초구,웹 개발자,,3,"세일,세일즈맵,즈맵,스타트업,마음",https://www.wanted.co.kr/wd/187654,salesmap.kr
331,플루닛,응용 소프트웨어 개발 및 공급업,,2021.0,,3830.0,서울특별시 강남구,웹 개발자,"웹애플리케이션개발경력,애플리케이션,네트워크,네트워크프로그래밍,백엔드,서버와의동기,비동기통신모듈,통신,모듈,개발경험필수,언어숙련자,숙련자,서비스개발경험,데이터베이스,러스터링,버클,러스터링업무가능,자료,자료구조,알고리즘,기반형상관리시스템,관리,사용가능자,요구사항분석,관리기반,분석,프로젝트,프로젝트수행,React,Javascript,Typescript,Java,Public,PrivateCloud,AWS,Azure,NBP,GitLab",7,"앱,유경험자,애플리케이션,Vert,x,reactive,NodeJS,WebRTC",https://www.wanted.co.kr/wd/176291,www.ploonet.com
332,엘케이알,그 외 기타 생활용품 도매업,,2021.0,,370987.0,고양시 덕양구,웹 개발자,"프론트,프론트엔드개발경력,8년이상,클라이언트,클라이언트간,Vue,RESTfulAPI,HTML,CSS,JavaScript",8,"프로젝트,소스코드,형상,형상관리,협업,데이터,크롤링,PL,Git",https://www.wanted.co.kr/wd/202207,bigcell.co.kr
333,디지털네이티브스,광고 대행업,,2021.0,,36149.0,서울특별시 강남구,웹 개발자,"실무경력5년,이해도,코드관리,관리,클라우드,컴퓨팅서비스운영경험,스스로학습,긍정적,긍정적사고,사고,React,Web,Git,Figma,AWS,GCP",5,"프레임워크,효율,향상,자동화,스타트업,주도적,긍정적,적극적,커뮤니케이션,Next js,UX,UI",https://www.wanted.co.kr/wd/146496,fym.im/
334,어라운더블,컴퓨터 프로그래밍 서비스업,5.0,2020.0,중소기업,29825.0,충청남도 천안시 서북구,웹 개발자,"웹앱개발,설정,웹서버,튜닝,타시스템연동경험,기술관련,기획자,디자이너,비개발자,JAVA,ORM,RestAPI,Springboot,Spring,jpa,Thymeleaf,jQuery,DB,API",5,"플랫폼,백엔드,엔드,개발경험,스타트업,풀스택,프로젝트,E,Commerce,Commerce,Spring Framework,React,Vue,SPA,IT,Team lead,AWS,EC,S,Git,Jira,Confluence",https://www.wanted.co.kr/wd/98964,picknpick.world
335,어라운더블,컴퓨터 프로그래밍 서비스업,5.0,2020.0,중소기업,29825.0,충청남도 천안시 서북구,웹 개발자,"실무경력5년,개발경험필수,웹서비스,개발경험보유자,경험필수,명령,명령사용능력보유자,JAVA,Springframework,SpringBoot,WebApplication,MVCframework,API,MariaDB,RDBMS,Linux,Unix",5,"빌드,배포,자동화,아키텍처,서버,도메인,모델링,풀스택,AWS,Microservices,Open API,JPA,Hibernate,ORM",https://www.wanted.co.kr/wd/98732,picknpick.world
336,월급쟁이부자들,온라인 교육 학원,,2018.0,중소기업,2399393.0,서울특별시 서초구,웹 개발자,"백엔드개발7,웹서비스개발,프로그래밍언어,이해도,유지,보수,확장,확장가능,코드설계,스스로학습,Springboot,Java,Kotlin,DB",7,"머스,플랫폼,웹,프로세스,주도적,대용량,실시간,애플리케이션,키텍,역량,인프라,시니어,AWS",https://www.wanted.co.kr/wd/107200,www.weolbu.com
337,에이치비엠피,포털 및 기타 인터넷 정보매개 서비스업,8.0,2014.0,중소기업,27847.0,제주특별자치도 제주시,웹 개발자,"클라우드,클라우드환경기반개발,능력보유자,영상,채팅,플랫폼,플랫폼개발,실무경력5년",5,"개발조직,비개발조직,의사소통,능력,WEP,APP,AWS",https://www.wanted.co.kr/wd/196292,hbmp.co.kr
338,코넥시오에이치,데이터베이스 및 온라인정보 제공업,15.0,2020.0,중소기업,7431.0,서울특별시 강남구,웹 개발자,"이공계,이공계석사이상,석사,학위,병무청,졸업증취득후,졸업자,컴퓨터프로그래밍,개발관련전공,프로그래밍언어,석사과정,수행프로젝트,프로젝트,직접개발업무,IT,RDBMS,NoSQL",0,"전문,전문연구요원,편입,프론트",https://www.wanted.co.kr/wd/207498,www.connexioh.net/kr
339,무신사,전자상거래 소매업,1354.0,2012.0,중견기업,64516211.0,서울특별시 성동구,웹 개발자,"구매물류,물류,모듈,모듈구축,관리,관리경력보유,인터페이스,인터페이스개발경험,SAPERP,MM,ABAPProgramming",3,"모듈,자격증,프로그램,이수,SAP SCM,MM,ABAP Programming,SAP,SAP S,HANA",https://www.wanted.co.kr/wd/195674,www.musinsa.com
340,인센드,응용 소프트웨어 개발 및 공급업,,2023.0,,,경기도 성남시 분당구,웹 개발자,"경력8년이상,창의성,협동심,도전,도전정신",8,"리더쉽,능력,Full Stack",https://www.wanted.co.kr/wd/195532,
341,제이앤피메디,응용 소프트웨어 개발 및 공급업,12.0,2020.0,중소기업,87360.0,인천광역시 연수구,웹 개발자,"웹서비스개발경력,5년이상인분,스타트업조직문화,설명,동작방식,전문,MSA,MicroServiceArchitecture,Framework,Typescript,javascript",5,"대규모,웹,주도적,임상,임상시험,도메인,지식",https://www.wanted.co.kr/wd/169418,www.jnpmedi.com
342,이폼웍스,응용 소프트웨어 개발 및 공급업,,2021.0,,25254.0,서울특별시 강남구,웹 개발자,"특성,모바일웹,툴제작경험,프론트,프론트엔드실무개발,5년이상경험,HTML,Canvas,JWT,RESTAPI,React",5,"퍼블리싱,HTML",https://www.wanted.co.kr/wd/166532,widsign.com
343,제이앤피메디,응용 소프트웨어 개발 및 공급업,12.0,2020.0,중소기업,87360.0,인천광역시 연수구,웹 개발자,"웹서비스개발경력,5년이상인분,스타트업조직문화,설명,동작방식,전문,MSA,MicroServiceArchitecture,React,Typescript,javascript",5,"반응형웹,웹,주도적,임상,임상시험,도메인,지식,UI",https://www.wanted.co.kr/wd/169416,www.jnpmedi.com
344,경일게임아카데미,기타 기술 및 직업훈련학원,30.0,2010.0,중소기업,338379.0,서울특별시 강동구,웹 개발자,"강의,강의경력무관,관련경력자,사내,사내교육지원,교육",1,"인근,인근거주자,커뮤니케이션,대인관계,컴퓨터공학,소프트웨어,소프트웨어공학,관련전공자,전공자,교육기관,희망자,실력,제자,양성",https://www.wanted.co.kr/wd/205434,www.kiweb.or.kr
345,에스티엘,그 외 기타 분류 안된 운송 관련 서비스업,1694.0,2020.0,중견기업,469947.0,경기도 고양시 일산동구,웹 개발자,"웹개발환경,클라우드,클라우드환경,개발경험자,ASP,Net,DB,SQLQuery,AWS,Azure,GCP",5,"환경자,보안,클라우드,배포,스키마,데이터,데이터링,스토,스토리지,활동적,긍정적,E,Commerce,ASP,Net,DB,DB",https://www.wanted.co.kr/wd/182244,www.start-today.co.kr/
346,웨이커,데이터베이스 및 온라인정보 제공업,,2020.0,,3288.0,서울특별시 강남구,웹 개발자,"기술공유,공유,서비스개발,운영경력5년,프레임워크사용,확장,프로젝트,코드리뷰,리뷰,협업도구,각종문제해결경험,WEB,React,Vue,js,SPA,javascript,HTML,CSS,Scss,library,framework,git",5,"지식,웹,성능,문제,진단,최적화,브라우저,렌더링,웹서버,웹사이트,보안,리팩토링,증권,핀테크,테크,프로젝트,Web perfomance,UI,UX",https://www.wanted.co.kr/wd/143726,waiker.ai/ko
347,큐이디,기타 운동 및 경기용구 제조업,28.0,2019.0,중소기업,3569991.0,서울특별시 서초구,웹 개발자,"관련경력7년,운영가능,서비스개발가능,클라우드,클라우드설계,Back,EndSeniorEngineer,AWSLambda,node,js,SpringBoot,DynamoDB,MySQL,Redis,MongoDB",7,"긍,긍적적,적적,마인드,커뮤니케이션,능력,문제,원인,파악,해결,신기술,도전,정신,나신,스포츠,골프,종아,안주,서버,클라우드,서버리스,Back,End Senior Engineer,WebSocket,AWS,DB,DynamoDB",https://www.wanted.co.kr/wd/187907,www.qedgolf.com
348,크래프톤,유선 온라인 게임 소프트웨어 개발 및 공급업,1766.0,2007.0,중견기업,176777581.0,서울특별시 강남구,웹 개발자,"관련전문분야근무,전문,경험10년이상,교육생,알고리즘,학습지도,주니어,주니어개발자육성,학습능력,결격사유,분제출서류,포트폴리오,포지션,지원동기,ComputerScience,Software,OS,SW",10,"리딩,강연,강의,교수,석박사,박사,학위,Computer Science,East",https://www.wanted.co.kr/wd/173185,www.krafton.com
349,패스트뷰,시스템 소프트웨어 개발 및 공급업,4.0,2018.0,중소기업,1853747.0,서울특별시 강남구,웹 개발자,"인프라,인프라설계,최소3년이상,워드,워드프레스,프레스,기반웹서비스,운영경험보유자,스크립트,스크립트코딩역량보유,AWS,bitnami,php,Shellscript,Python",3,"구축,플랫폼,문제점,AWS,CloudWatch,Datadog,Observability,Cloud Formation Terraform,IaC",https://www.wanted.co.kr/wd/181952,www.fastviewkorea.com
350,플라잉캣,컴퓨터 프로그래밍 서비스업,18.0,2018.0,중소기업,25110.0,서울특별시 강남구,웹 개발자,"기반개발경험,관리,관리경험,Angular,Typescript,ES,SCSS,Theming,TestCoverage,UI,UX",5,"성능,최적화,해킹,보안,개념,웹,구축,포트폴리오,Generic,Material design paradigm,Skeuomorphic Paradigm,Chrome Lighthouse,Score test,XSS,CSRF,File Sanitizer,WCAG,FCP,CLS,LCP,A,y Testing",https://www.wanted.co.kr/wd/143304,10minutesquad.com
351,하고엘앤에프,기타 토목시설물 건설업,,2017.0,,1146070.0,경기도 성남시 분당구,웹 개발자,"필요기술역량,개발유경력자,css,scss,javascript,php,Laravel,mySql,redis",7,"굿스플,스플,사방,사방넷,AOS,iOS,RN,API",https://www.wanted.co.kr/wd/185728,hago.kr
352,와인루트,응용 소프트웨어 개발 및 공급업,2.0,2021.0,중소기업,22674.0,서울특별시 강남구,웹 개발자,"프론트,프론트엔드,웹개발경력,2년이상개발,개선,지속적인서비스개선,키텍,제안,코드리뷰,리뷰,품질,품질향상,React,Typescript,JavascriptCore,SPA,SSR,Production",4,"프로젝트,오픈소스,웹,웹서비스,프로세스,셋팅,리딩,비즈니스,커뮤니케이션,Next,js,TypeScript",https://www.wanted.co.kr/wd/88994,wineroute.kr
353,라이언로켓,응용 소프트웨어 개발 및 공급업,,2019.0,,26262.0,서울특별시 중구,웹 개발자,"스타트업5년,프론트,프론트엔드,백엔드개발경험,웹기술,전문,주요프론트엔드프레임,서버사이드렌더링,사이드,렌더링,웹표준,반응형디자인,디자인,크로스,크로스브라우저지원,브라우저,품질,품질개선,개선,구조설계,코드테스트,커버,리지관리,관리,대용량트래픽처리,트래픽,서비스개발경험,리드경험,테크,도전적,해결책,최신개발프로세스,코드리뷰,리뷰,개발문화형성,기여,자하,IT,HTML,CSS,TypeScript,React,Vue,Svelte,etc,Remix,Nextjs,SSR,Python,Fastapi,DB,AI,IT,Git,CI,CD,React,Remix,Typescript,react,query,zustand,pnpm,Python,Fastapi,django,AWS",5,"인공지능,모델,웹,앱,서빙,성능,노하우",https://www.wanted.co.kr/wd/179444,www.lionrocket.ai
354,아인잡,포털 및 기타 인터넷 정보매개 서비스업,,2017.0,,3150.0,서울특별시 강남구,웹 개발자,"학사이상,관련학과학사,개발경력7년,개발경험5년,논리적,논리적설계,물리적,물리적설계,프로그램,결재,결재기능,유사,유사서비스,관리,목표,열정,달성,플랫폼,상용서비스,서버운영경험3,Computer,Software,web,app,Java,web,platform,Dataarchitecture,API,framework,RDBMS,logic,filtermatching,B,C,AWS",7,"Python,TF,Random Forest,ML,React",https://www.wanted.co.kr/wd/140981,www.ainjob.com
355,무신사,전자상거래 소매업,1354.0,2012.0,중견기업,64516211.0,서울특별시 성동구,웹 개발자,"환경기반자동화,자동화,테스트분야,최소5년이상,테스트도구,아키텍처,테스트계획수립능력,계획,프로그래밍언어,숙련도,분석,분석능력,팀협업시커뮤니케이션,API,Web,Native,Python,Java,C",5,"자동화,구축,모바일,디자인,리더,계신,App,Web,CI,CD,Pipeline,Software QA",https://www.wanted.co.kr/wd/179190,www.musinsa.com
356,아인잡,포털 및 기타 인터넷 정보매개 서비스업,,2017.0,,3150.0,서울특별시 강남구,웹 개발자,"학사이상,관련학과학사,개발경력7년,개발경험7년,논리적,논리적설계,물리적,물리적설계,프로그램,결재,결재기능,플랫폼,상용서비스,서버운영경험3,Computer,Software,Java,b,cplatform,Dataarchitecture,API,framework,DB,logic,filtermatching,B,C,AWSRDS,Codecommit,Jenkis,CI,CD,ECS",7,"플랫폼,적극적,커뮤니케이션,Python,TensorFlow,Random Forest,NLP,React",https://www.wanted.co.kr/wd/141909,www.ainjob.com
357,줌인터넷,포털 및 기타 인터넷 정보매개 서비스업,,2016.0,,1663653.0,서울특별시 서초구,웹 개발자,"8년이상,프론트,프론트엔드개발,동작원리,렌더링,처리경험,서버사이드,사이드,프론트엔드,링툴중하나,네트워크,자료,자료구조,알고리즘,JavaScript,HTML,CSS,Next,js,React,Vue,js,Framework,Webpack,Rollup,Vite,CS",8,"측정,데이터,성능,최적화,기술적,의사결정,배포,AWS",https://www.wanted.co.kr/wd/207736,www.zuminternet.com
358,지니언스,시스템 소프트웨어 개발 및 공급업,,2005.0,,3781195.0,경기도 안양시 동안구,웹 개발자,"사용자중심,디자인,프레임워크사용,백엔드,협업능력,HTML,CSS,Javascript,ES,Webpack,UI,UX,React,Vue,AngularJS,SPA",10,"데이터,시각화,렌더링,웹,웹아키텍처,아키텍처,형상,빌드,자동화,라이브러리,지식,보안,KendoUI,Highchart,D,CSR,SSR,GIT,NPM,Webpack,JavaScript,Typescript,Elasticsearch",https://www.wanted.co.kr/wd/207714,www.genians.co.kr
